// Metadata
{"description": "Metadata for disputed Shakespeare works.", "authors": [["unknown", 0]], "works": [{"id": 0, "author": 0, "title": "Vortigern and Rowena", "filename": "processed/disputed/vortigern.txt"}, {"id": 1, "author": 0, "title": "Thomas Lord Cromwell", "filename": "processed/disputed/cromwell.txt"}, {"id": 2, "author": 0, "title": "The Birth of Merlin", "filename": "processed/disputed/cromwell.txt"}, {"id": 3, "author": 0, "title": "Pericles (Act I)", "filename": "processed/disputed/pericles_i.txt"}, {"id": 4, "author": 0, "title": "Pericles (Act II)", "filename": "processed/disputed/pericles_ii.txt"}, {"id": 5, "author": 0, "title": "Pericles (Act III)", "filename": "processed/disputed/pericles_iii.txt"}, {"id": 6, "author": 0, "title": "Pericles (Act IV)", "filename": "processed/disputed/pericles_iv.txt"}, {"id": 7, "author": 0, "title": "Pericles (Act V)", "filename": "processed/disputed/pericles_v.txt"}]}

// (sentence, author_id, work_id)
("at no less a cost than even the perdition of my soul still at that self same price will i obtain it the rooted hate the britons bear the scots is unto me an omen most propitious i have dispatch'd my secret emisaries and the young princes sons of the old king a long time since for study sent to rome even for them have i prepared honours for ere the moon shall twice have", 0, 0)
("sir inform us whence you came from scotland sir then o good heav'ns protect me and who is your commander one whose merit outweighs whatever yet did breathe on earth if ye be britons as your looks bespeak then shew your wonted quality of justice did ye not 'fore the awful face of heaven proclaim constantius as your lawful king when on his head was pour'd the sacred oil but he is now no more", 0, 0)
("therefore again 'tis your fool alone that is your upright judge cause forsooth his brains are not in plenty but those which he hath are at's own disposal this road methinks shou'd lead us on our way to the prince's camp fool go you on before not quite so fast good master prithee halt what guards o brother now we are undone be calm be calm the troops are not my father's wil't please you", 0, 0)
('it at last we grew near land and i grew villanous hungry went to my bagge the devil a bit there was the sailers had tick led me yet i cannot blame them it was a part of kind ness for i in kindnesse told them what wood the ship was made of and they in kindness eat up my victuals as indeed one good turn asketh another well would i could i find my', 0, 1)
("for worms but i'll go search the market three or four thousand chequins were as pretty a proportion to live quietly and so give over why to give over i pray you is it a shame to get when we are old o our credit comes not in like the commodity nor the commodity wages not with the danger therefore if in our youths we could pick up some pretty estate 'twere not amiss to", 0, 6)
("but prithee tell us what is thine affair oh my affair is weighty indeed being burdened with the speech o' royalty and wherefore so i pray you stay your patience but awhile and i will tell you thou dost expect nought from the fool but folly but from a king thou wouldst a cunning speech and is't no so oh no by my troth our good sovereign hath unto my noble master betrayed great lack", 0, 0)
("whereas that of your wise man comes from books and from those who went before but wherefore should i thus lose wind my wit being folly is not by your wise man understood therefore i'll to the purpose my master is made half king and sends me his swift mercury to tell your gentle ladyship his honour's pleasure prithee be brief and tell thine errand quickly an please you then my sweet mistress he wills", 0, 0)
("bills of debt o the man that pursues banister here are the bills of debt you sent to me as for the man you know best where he is it is reported y'ave a flintie heart a mind that will not stoop to any pittie an eye that knows not how to shed a tear a hand that's alwayes open for reward but master bagot would you be ruled by me you should turn all", 0, 2)
("deck the sea tost pericles appears to speak thou god of this great vast rebuke these surges which wash both heaven and hell and thou that hast upon the winds command bind them in brass having call'd them from the deep o still thy deafening dreadful thunders gently quench thy nimble sulphurous flashes o how lychorida how does my queen thou stormest venomously wilt thou spit all thyself the seaman's whistle is as a whisper", 0, 5)
("before me here now now i'll judge thee well i'll see this straight and first her look was mild in this thou'lt do then she was kind most excellent and good well and so seemest thou now for the last o her heart was —but thine i cannot see there thou deceivest me i know thee not yet if thou be my daughter on thy forehead is a mark — away then with those locks", 0, 0)
("master thomas in this dutch town he might put some english beer into my belly what hodge my father's man by my hand wel come how doth my father what's the newes at home master thomas ocirc god master thomas your hand glove and all this is to give you to understanding that your father is in health and alice downing here hath sent you a nutmeg and bess makewater a race of ginger my", 0, 1)
("your piercing eyes unbias'd then pronounce your dread decree alike from prejudice and favour free if the fierce ordeal pass'd you chance to find rich sterling ore tho' rude and unrefin'd stamp it your own assert your poet's fame and add fresh wreaths to shakespeare's honour'd name good vortigern as peace doth bless our isle and the loud din of war no more affrights us and as my soul hath plac'd thee next herself 'tis", 0, 0)
("boldly in our presence call'd for justice his lands his property and all his titles we do invest in hengist and his line vortigern to rowena give me thy hand let us retire my queen shall we in quiet tamely suffer this see our most excellent and gentle mother in bold defiance of all sacred laws so basely treated do they then think our substance form'd of flint or that our hearts are adamant itself", 0, 0)
("do't nor this thy dagger will i sheath 'till reaking with his blood second murderer yet one moment i pray thee comrade first murderer i tell thee i will not for as i am a man and soldier so will i scorn to break my promis'd vow second murderer thou shalt not yet for statue like here will i fix myself till thou dost hear me out oh is't not most manlike that we stain", 0, 0)
("speak messenger where when and how the plot good princes hath been deeply laid this is indeed most foul say on my friend speak quickly i intreat thee then thus 'tis—vortigern hath done the deed his love of splendour pomp and sovereignty and his great int'rest in the people's minds all all did prompt him to this hellish act uter oh heavens the father of my flavia it is impossible it cannot be oh this", 0, 0)
("london now bagot's fled and as we hear to antwerpe and hither am i come to seek him out and they that first can tell me of his newes shall have a hundred pound for their reward how just is god to right the innocent master bowser you come in happy time here is the villain bagot that you seek and all those jewels have i in my hands officers look to him hold him", 0, 1)
("my daughter's buried well where were you bred i'll hear you more to the bottom of your story and never interrupt you you scorn believe me 'twere best i did give o'er i will believe you by the syllable of what you shall deliver yet give me leave how came you in these parts where were you bred the king my father did in tarsus leave me till cruel cleon with his wicked wife did", 0, 7)
("villain am pursu'd from london here to antwerp my husband he is in the governors hands and god of heaven knows how he'll deal with him now sir your heart is framed of milder temper be mercifull to a distressed soul and god no boubt will treble blesse your gain good mistris banister what i can i will in any thing that lies within my power o speak to bagot that same wicked wretch an", 0, 1)
("and will not ruffle thee by further question but silence for a while here comes the fool of him some tidings we perchance may hear speak fool when did'st last see my gentle mother rather ask when 'twas that i e'er saw thy father in such sort before marry he did never speak so roundly to me of old your fool did make your sage one tremble but my foolship hath not found it so", 0, 0)
("come masters i think it be past five a clock is it not time we were at work my old master he'll be stirring anon i cannot tell whether my old master will be stirring or no but i am sure i can hardly take my afternoon's nap for my young master thomas he keeps such a quile in his studie with the sun and the moon and the seven starres that i do verily", 0, 1)
("himself so puts himself unto the shipman's toil with whom each minute threatens life or death well i perceive i shall not be hang'd now although i would but since he's gone the king's seas must please he 'scaped the land to perish at the sea i'll present myself peace to the lords of tyre lord thaliard from antiochus is welcome from him i come with message unto princely pericles but since my landing i", 0, 3)
("was committed kind noble gentleman i may rue the time all that i have i did enjoy by him and if he die then all my state is gone it may be hoped that he shall not die because the king did favour him so much o sir you are deceived in thinking so the grace and favour he had with the king hath caus'd him have so many enemies he that in court secure", 0, 2)
("say but you must live i know as well as i i know this place to be extortion and 'tis not for a man to keep safe here but he must lye cog with his dearest friend and as for pitty scorn it hate all conscience but yet i do commend your wit in this to make a show of what i hope you are not but i commend you and 'tis well done this", 0, 1)
("risen to the top and now at length they overflow their banks your griefs for what wrong not your prince you love wrong not yourself then noble helicane but if the prince do live let us salute him or know what ground's made happy by his breath if in the world he live we'll seek him out if in his grave he rest we'll find him there and be resolved he lives to govern us", 0, 4)
("crosbie sent to me last night they would come dine with me and take their bond in i pray thee hie thee home and see that all things be in readinesse they shall be welcome husband i'le go before but is not that man master friskiball she runs and embraces him o heavens it is kind master friskiball say sir what hap hath brought you to this passe the same that brought you to your", 0, 2)
("it necessity makes me to take your bounty and for your gold can yield you naught but thanks your charity hath help'd me from despair your name shall still be in my hearty prayer it is not worth such thanks come to my house your want shall better be reliev'd then thus i pray excuse me this shall well suffice to bear my charges to bononia whereas a noble earl is much distressed an englishman", 0, 2)
("repeat o 'tis too true but see what heaven can do by this our change these mouths who but of late earth sea and air were all too little to content and please although they gave their creatures in abundance as houses are defiled for want of use they are now starved for want of exercise those palates who not yet two summers younger must have inventions to delight the taste would now be glad", 0, 3)
('hand if he should up and lay tother on my chops i were gone there lay i there lay hodge hodge i believe thou must work for us both o master thomas have not i told you of this have not i many a time and often said tom or master thomas learn to make a horse shooe it will be your own another day this was not regarded hark you thomas what do you', 0, 2)
("tears of pity flow your breasts with horror thrill with rapture glow if on your harrow'd souls impress'd you feel the stamp of nature's uncontested seal demand no other proof—nor idly pore o'er mouldy manuscripts of ancient lore to see if every tawny line display the genuine ink of fam'd eliza's day nor strive with curious industry to know how poets spelt two centuries ago but if these proofs should fail if in the strain", 0, 0)
("putney and dwelt in york shire i never heard better newes i'le see that cromwell or it shall go hard crom my aged father state set aside father on my knee i crave your blessing one of my servants go and have him in at better leisure will we talk with him now if i die how happy were the day to see this comfort rains forth showers of joy this duty in him showes", 0, 1)
("affirm that they did hear lord cromwell in his garden wished a dagger sticking at the heart of our king henry what is this but treason if it be so my heart doth bleed with sorrow how say you friends what did you hear these words we did an't like your grace in what place was lord cromwell when he spake them in his garden where we did attend a suite which we had waited", 0, 2)
("counsellor most wise in general tell me if thou canst what this maid is or what is like to be that thus hath made me weep i know not but here is the regent sir of mytilene speaks nobly of her she would never tell her parentage being demanded that she would sit still and weep o helicanus strike me honour'd sir give me a gash put me to present pain lest this great sea", 0, 7)
("that you there reliev'd sixteen duckets you gave me for to cloath me sixteen to bear my charges by the way and sixteen more i had for my horse hire there be those severall summes justly return'd yet it injustice were that serving at my need for to repay them without interest therefore receive of me these four severall bags in each of them there is four hundred marke and bring to me the names", 0, 1)
('tedious to repeat but the main grief springs from the loss of a beloved daughter and a wife may we not see him you may but bootless is your sight he will not speak to any yet let me obtain my wish behold him this was a goodly person till the disaster that one mortal night drove him to this sir king all hail the gods preserve you hail royal sir it is in vain', 0, 7)
("find and win unto return you shall like diamonds sit about his crown to wisdom he's a fool that will not yield and since lord helicane enjoineth us we with our travels will endeavour us then you love us we you and we'll clasp hands when peers thus knit a kingdom ever stands good morrow to the good simonides knights from my daughter this i let you know that for this twelvemonth she'll not undertake", 0, 4)
("be mercifull kind master friskiball my husband children and my self will eat but one meale a day the other will we keep and sell fri go to i see thou art an envious man good mistris banister kneel not to me i pray rise up you shall have your desire hold officers be gone there's for your pains you know you owe to me a thousand pound here take my hand if e're god", 0, 2)
("sir do not assist the storm here's all that is left living of your queen a little daughter for the sake of it be manly and take comfort o you gods why do you make us love your goodly gifts and snatch them straight away we here below recall not what we give and therein may use honour with you patience good sir even for this charge now mild may be thy life for a", 0, 5)
("incest to abuse your soul where now you're both a father and a son by your untimely claspings with your child which pleasure fits an husband not a father and she an eater of her mother's flesh by the defiling of her parent's bed and both like serpents are who though they feed on sweetest flowers yet they poison breed antioch farewell for wisdom sees those men blush not in actions blacker than the night", 0, 3)
('a man fit for the place now i doe know none fitter than your self if with your liking it stand master cromwell with all my heart sir and i much am bound in love and duty for your kindnesse shown body of me tom make haste least some body get between thee and home tom i thank you good master bowser i thank you for my boy i thank you alwayes i thank you', 0, 2)
("will keep himself must not be great for then he is envied at the shrub is safe when as the cedar shakes for where the king doth love above compare of others they as much more envied are 'tis pitty that this noble man should fall he did so many charitable deeds 'tis true and yet you see in each estate there's none so good but some one doth him hate and they before would", 0, 2)
("me for to see his sudden fall such successe wish i unto traitors all exeunt why can this newes be true is't possible the great lord cromwell arrested upon treason i hardly will believe it can be so it is too true sir would it were otherwise condition i spent half the wealth i have i was at lambeth saw him there arrested and afterward committed to the tower what was't for treason that he", 0, 1)
("say onely this gardiner procur'd the same liev here is your son come to take his leave to take his leave come hither harry cromwell mark boy the last words that i speak to thee flatter not fortune neither fawn upon her gape not for state yet lose no spark of honour ambition like the plague see thou eschew it i die for treason boy and never knew it yet let thy faith as spotless", 0, 2)
("have understood your lord has betook himself to unknown travels my message must return from whence it came we have no reason to desire it commended to our master not to us yet ere you shall depart this we desire as friends to antioch we may feast in tyre my dionyza shall we rest us here and by relating tales of others' griefs see if 'twill teach us to forget our own that were to", 0, 3)
("with want to write the manner of his misery and such as are dispos'd to succour him will do it what hast thou set them up i they're up god send some to read them and not only to read them but also to look on us and not altogether look on us one stands at one end and one at tother but to relieve us o cold cold cold reads the bills what's here", 0, 1)
("hand for riches strew'd herself even in the streets whose towers bore heads so high they kiss'd the clouds and strangers ne'er beheld but wondered at whose men and dames so jetted and adorn'd like one another's glass to trim them by their tables were stored full to glad the sight and not so much to feed on as delight all poverty was scorn'd and pride so great the name of help grew odious to", 0, 3)
("people go for to relieve their need or rest their bones when weary travel doth oppress their limmes and where religious men should take them in shall now be kept back by a mastive dog and thousand thousand o my lord no more things past redress 'tis bootless to complain what shall we to the convocation house we'll follow you my lord pray lead the way how one cromwell made lord keeper since i left", 0, 1)
("way i will neglect that mighty god that knows each mortals heart keep you from trouble sorrow grief and smart thanks curteous woman for thy hearty prayer it grieves my soul to see her misery but we that live under the work of fate may hope the best yet knows not to what state our starrs and destinies hath us assign'd fickle is fortune and her face is blind so all goes well it is", 0, 2)
("away with him take hence the fool you came for i sir and i'le leave the greater fool with you farewell bononians come friend along with me my friend afore my lordship will follow thee well mantua since by thee the earl is lost within few dayes i hope to see thee crost ex om thus far you see how cromwell's fortune passed the earle of bedford being safe in mantua desires cromwell's company into", 0, 1)
("with want to write the manner of his misery and such as are dispos'd to succour him will do it what hast thou set them up i they're up god send some to read them and not only to read them but also to look on us and not altogether look on us one stands at one end and one at tother but to relieve us o cold cold cold reads the bills what's here", 0, 2)
('of face as heaven had lent her all his grace with whom the father liking took and her to incest did provoke bad child worse father to entice his own to evil should be done by none but custom what they did begin was with long use account no sin the beauty of this sinful dame made many princes thither frame to seek her as a bed fellow in marriage pleasures play fellow which to', 0, 3)
("hope that one day thou would'st relieve my age and art thou now so lavish of thy coin to scatter it among these idle knaves father be patient and content your self the time will come i shall hold gold as trash and here i speak with a presaging soul to build a pallace where now this cottage stands as fine as is king henrie's house at sheen you build a house you knave you'll", 0, 1)
("summer days do last ay me poor maid born in a tempest when my mother died this world to me is like a lasting storm whirring me from my friends how now marina why do you keep alone how chance my daughter is not with you do not consume your blood with sorrowing you have a nurse of me lord how your favour's changed with this unprofitable woe come give me your flowers ere the", 0, 6)
("baron my lord the people barons all do thank you for this your kind compliance with their will to morrow's dawn shall see the packets ready and we will then consult what messengers shall to the princes bear these heavy tidings 'tis well i do commend your zealous care and now good friends one mournful change remains to attend the burial of our murdered king oh 'twas a nipping blast which suddenly bereft us of", 0, 0)
("boxes in my closet death may usurp on nature many hours and yet the fire of life kindle again the o'erpress'd spirits i heard of an egyptian that had nine hours lien dead who was by good appliance recovered well said well said the fire and cloths the rough and woeful music that we have cause it to sound beseech you the viol once more how thou stirr'st thou block the music there i pray", 0, 5)
("die he lies down come joan come let's see what he'll do for us now i wis we have done for him when many a time and often he might have gone a hungry to bed alas man now he is made a lord he'll never look upon us he'll fulfill the old proverb set beggars a horse back and they'll ride acirc well a day for my cow such as he hath made us", 0, 1)
("while nor messengers nor letters this alarms me but what care i e'en let the princes come when come there's room enough i'th' ground for them but soft and let me weigh my present state for much i fear these barons proffer'd friendship their niggardly shew of liberality suits ill my lofty aim and but the semblance wears of that my soul is thirsting for—dominion not rivetted by closer ties their chief tho' friendly may", 0, 0)
("your king your country and your weighty trust second lord the king on the pretext of malady most basely hath divorc'd your mother from him and means to take to rowena for his wife gods second lord and her proud father hengist to enrich he hath despoil'd me of mine heritage and from my sweet my lovely babes cut off their rights and ta'en from me my vast estate then look you quick repair towards", 0, 0)
("talk'st of things impossible do'st thou not see that we are round beset how then is't possible we should escape by force we cannot but by policie put on the apparel here that hodge doth wear and give him yours the states they know you not for as i think they never saw your face and at a watch word must i call them in and will desire that we two safe may pass to", 0, 2)
("home well good fortune with him if the man be gone we hardly shall find such a man as he to fit our turns his dealings were so honest but now sir for your jewels that i have what doe you say what will you take my price o sir you offer too much under foot 'tis but two hundred pound between us man what's that in payment of five thousand pound two hundred pound", 0, 1)
("cromwell's house where is my father nay be covered father although that duty to these noble men doth challenge it yet i'le make bold with them your head doth bear the calender of care what cromwell covered and his father bare it must not be now sir to you is not your name friskiball and a florentine my name was friskiball till cruell fate did rob me of my name and of my state what", 0, 1)
("have my body first bored like a sive and die as hector 'gainst the mermydons e're france shall boast bedford's their prisoner treacherous france that 'gainst the law of armes hath here betraid thy enemy to death but be assured my bloud shall be revenged upon the best lives that remains in france stand back or else thou run'st upon thy death pardon my lord i come to tell your honour that they have hired", 0, 2)
("tell'st me of italy were it to the furthest part of flanders i would go with thee tom i am thine in all weale and woe thy own to command what tom i have passed the rigorous waves of neptune's blasts i tell you tho mas i have been in danger of the flouds and when i have seen boreas begin to play the ruffin with us then would i down a my knees and", 0, 1)
("here comes my old master now you idle knaves what are you loytring now no hammers walking and my work to doe what not a heat among your work to day marry sir your son thomas will not let us work at all old crom why knave i say have i thus cark'd car'd and all to keep thee like a gentleman and dost thou let my servants at their work that sweat for thee", 0, 2)
("merit be our drama tried forget the prejudice of rigid art to read the code of nature in the heart consult her laws from partial favour free and give as they decide your just decree no common cause your verdict now demands before the court immortal shakespeare stands that mighty master of the human soul who rules the passions and with strong controul thro' every turning of the changeful heart directs his course sublime and", 0, 0)
("do'st thou know whose busie for thy life thou think'st not so the second time well met my lord of bedford i am very sorry that my haste is such lord marquess dorset being sick to death i must receive of him the privy seale at lambeth soon my lord we'll talk our fill how smooth and easie is the way to death my lord the dukes of norfolk and of suffolk accompanied with the", 0, 1)
("mouthful such whales have i heard on o' the land who never leave gaping till they've swallowed the whole parish church steeple bells and all but master if i had been the sexton i would have been that day in the belfry why man because he should have swallowed me too and when i had been in his belly i would have kept such a jangling of the bells that he should never have left", 0, 4)
("me from this sight how fares edmunda her mind is somewhat better yet she's feeble well of your father doth she e'er say ought aye truly but she haply thinks him dead of all the king hath truly made confession to you he justly renders up the crown and bade me hail you rightful king of britain hail to aurelius lawful king of britain pascentius to aurelius vortigern on thee bestows our sister and bade", 0, 0)
("would make a puritan of the devil if he should cheapen a kiss of her 'faith i must ravish her or she'll disfurnish us of all our cavaliers and make our swearers priests now the pox upon her green sickness for me 'faith there's no way to be rid on't but by the way to the pox here comes the lord lysimachus disguised we should have both lord and lown if the peevish baggage would", 0, 6)
("birlady sir 'tis great before i got so much it made we sweat well master bagot i'le proffer you fairly you see this merchant master banister is going now to prison at your sute his substance all is gone what would you have yet in regard i knew the man of wealth never dishonest dealing but such mishaps hath faln on him may light on me or you there is two hundred pound between us", 0, 2)
("word 'quod me alit me extinguit ' which shows that beauty hath his power and will which can as well inflame as it can kill the fifth an hand environed with clouds holding out gold that's by the touchstone tried the motto thus 'sic spectanda fides ' and what's the sixth and last the which the knight himself with such a graceful courtesy deliver'd he seems to be a stranger but his present is a", 0, 4)
("praise marina's life seeks to take off by treason's knife and in this kind hath our cleon one daughter and a wench full grown even ripe for marriage rite this maid hight philoten and it is said for certain in our story she would ever with marina be be't when she weaved the sleided silk with fingers long small white as milk or when she would with sharp needle wound the cambric which she made", 0, 6)
("shall get more here with begging in one day then i shall with making horseshooes in a whole year no hodge we must be gone unto bononia there to relieve the noble earle of bedford where if i fail not in my policy i shall deceive their subtle treachery nay i'le follow you god blesse us from the thieving bandetti again exeunt am i betraid was bedford born to die by such base slaves in", 0, 2)
("i prove true unto my soveraigne what say you m cromwell have you those writings i or no here are the writings and upon my knees i give them up unto the worthy dukes of suffolk and of norfolk he was my master and each vertuous part that lived in him i tender'd with my heart but what his head complotted 'gainst the state my countries love commands me that to hate his sudden death", 0, 2)
('babe upon the pillow hie thee whiles i say a priestly farewell to her suddenly woman sir we have a chest beneath the hatches caulked and bitumed ready i thank thee mariner say what coast is this we are near tarsus thither gentle mariner alter thy course for tyre when canst thou reach it by break of day if the wind cease o make for tarsus there will i visit cleon for the babe cannot', 0, 5)
("in comparison to him well masters come shall we to our hammers i content first let's take our mornings draught and then to work roundly i agreed go in hodge exeunt omnes good morrow morn i do salute thy brightness the night seems tedious to my troubled soul whose black obscuritie binds in my mind a thousand sundry cogitations and now aurora with a lively dye adds comfort to my spirit that mounts on high", 0, 1)
("russel the earl of bedford is by the french king sold unto his death it may fall out that i may do him good to save his life i'le hazard my heart bloud therefore kind sir thanks for your liberal gift i must be gone to aid him there's no shift i'le be no hinderer to so good an act heaven prosper you in that you go about if fortune bring you this way back", 0, 2)
("is no place to reckon up your crime your dove like looks were view'd with serpents eyes with serpents eyes indeed by thine they were but gardiner do thy worst i fear thee not my faith compar'd with thine as much shall pass as doth the diamond excell the glass attach'd of treason no accusers by indeed what tongue dares speak so foul a lie my lord my lord matters are too well known and", 0, 1)
("must dissemble it all fortune to the good simonides to you as much sir i am beholding to you for your sweet music this last night i do protest my ears were never better fed with such delightful pleasing harmony it is your grace's pleasure to commend not my desert sir you are music's master the worst of all her scholars my good lord let me ask you one thing what do you think of", 0, 4)
("it nor ever to preserve she died at night i'll say so who can cross it unless you play the pious innocent and for an honest attribute cry out 'she died by foul play ' o go to well well of all the faults beneath the heavens the gods do like this worst be one of those that think the petty wrens of tarsus will fly hence and open this to pericles i do shame", 0, 6)
("is no place to reckon up your crime your dove like looks were view'd with serpents eyes with serpents eyes indeed by thine they were but gardiner do thy worst i fear thee not my faith compar'd with thine as much shall pass as doth the diamond excell the glass attach'd of treason no accusers by indeed what tongue dares speak so foul a lie my lord my lord matters are too well known and", 0, 2)
("this bursting heart with cold disdain e'en the poor culprit brought before his judge may boldly plead his cause but i alas most innocent and ignorant of my fault must bear the weight of judgment what news of good import my dearest brother does this thy eager joy cloak from us oh i have tidings i would fain make known but they are of such wond'rous magnitude that i can scarcely give them utterance oh", 0, 0)
("gamester at five or at seven earlier too sir if now i be one why the house you dwell in proclaims you to be a creature of sale do you know this house to be a place of such resort and will come into 't i hear say you are of honourable parts and are the governor of this place why hath your principal made known unto you who i am who is my principal", 0, 6)
('to be in england servant unto the master of the rolles where in short time he there began to flourish an hour shall show you what few yeares did cherish the musick playes they bring out the banquet enter sir christopher hales cromwell and two servants come sirs be carefull of your masters credit and as our bounty now exceeds the figure of common entertainment so doe you with looks as free as is your', 0, 1)
("sea mar it walk with leonine the air is quick there and it pierces and sharpens the stomach come leonine take her by the arm walk with her no i pray you i'll not bereave you of your servant come come i love the king your father and yourself with more than foreign heart we every day expect him here when he shall come and find our paragon to all reports thus blasted he will", 0, 6)
("stirre from forth your town that shall return unlesse you send him back o this misfortune how it mads my heart the neopolitan hath beguiled us all hence with this fool what shall we doe with him the earl being gone a plague upon it all no i'le assure you i am no earl but a smith sir one hodge a smith at putney sir one that hath gulled you that hath bored you sir", 0, 1)
("not but thy training hath been noble hold here's more gold for thee a curse upon him die he like a thief that robs thee of thy goodness if thou dost hear from me it shall be for thy good i beseech your honour one piece for me avaunt thou damned door keeper your house but for this virgin that doth prop it would sink and overwhelm you away how's this we must take another", 0, 6)
("elements forgot thee utterly nor have i time to give thee hallow'd to thy grave but straight must cast thee scarcely coffin'd in the ooze where for a monument upon thy bones and e'er remaining lamps the belching whale and humming water must o'erwhelm thy corpse lying with simple shells o lychorida bid nestor bring me spices ink and paper my casket and my jewels and bid nicander bring me the satin coffer lay the", 0, 5)
('north disgorges such a tempest forth that as a duck for life that dives so up and down the poor ship drives the lady shrieks and well a near does fall in travail with her fear and what ensues in this fell storm shall for itself itself perform i nill relate action may conveniently the rest convey which might not what by me is told in your imagination hold this stage the ship upon whose', 0, 5)
